data,label,hard_neg
一只黑白相间的狗在田野里奔跑,一只黑白相间的狗在草地上奔跑,一只白色棕色狗田野里奔跑
一个湿漉漉的孩子在泳池边的毛巾下打着寒战,一个湿漉漉的孩子在游泳池前用毛巾打着寒战,一个女孩湖中晃动湿漉漉长发
一只白色的狗在海滩上奔跑,那只白色的狗正沿着海滩奔跑,一只黑白相间狗海滩上奔跑
一个女孩在海滩上做后弯,一个女孩在海滩上做后弯,一个男孩一个女孩海滩上玩耍
一个小男孩在海滩上跳来跳去,一个男孩在沙滩上跳来跳去,一个女人海滩上游泳
五个穿着燕尾服的男人正走下台阶,五个穿着燕尾服的人走下一排台阶,穿着燕尾服人骑一匹白马
一个人和一只狗在岩石海岸上,人和狗站在水边的岩石,一个男人坐在岩石上
三条狗在雪地里拉着一个骑自行车的人,狗在雪地里拉着一个骑自行车的人,一名骑着黑白里拉骑自行车人飞快观众面前飞驰
三个孩子在户外玩干草，向镜头扔一些干草,三个小孩在干草里玩，把一些扔在照相机前,一头黑白相间母牛一只装有干草围栏里
三只狗在跑道上奔跑,三只狗在跑道上绕过一个弯道,三只狗雪中奔跑
一名男子站在靠近海洋的锯齿状岩石的顶部,一个人站在岩石上俯瞰大海,一个空荡荡停车场里一名男子骑着摩托车站一名戴着头盔男子旁边
这位妇女正在带领一只狗通过障碍赛,一位女士带着她的小狗经过了一场障碍赛,一只狗一只狗滚另一只狗
两只狗在海滩上奔跑,两只狗在海滩上奔,海滩上奔跑狗
一个穿着黄色衬衫的男人戴着金色的防晒面具,一名身穿黄色衬衫的男子戴着金色的太阳形面罩,一个小女孩穿着紫色衬衫戴着头盔骑着一辆滑板车
把手放在头上的孩子,一个小男孩站在那里，双手放在头上,一个男人空中抓把手
两只棕色的狗在互相咬着,两只棕色的狗在沙滩上互相咬,狗咬拖把
滑板运动员试图在低矮的墙边玩一个把戏,一个男孩在栏杆上玩滑板,石墙上玩花样滑板运动员
在海浪上骑着冲浪板的人,一个穿着黑色衣服的人在冲浪板上冲浪,两个骑脚踏车人骑土山上
一只狗在草地上跑,一只棕色的狗在草地上奔跑,一只狗草地上奔跑
三只狗在水里玩耍,三只狗在水里游泳,三只狗水里游泳
一只白色的狗在沙滩上奔跑,一只白色的狗在沙滩上奔跑,只棕色狗沙滩上奔跑
一个男人用皮带牵着两条狗沿街走去,一个男人在城里遛狗,一个男人牵着一匹马走
一只穿着绿色毛衣，背着背包在雪地上行走的狗,一只小狗穿着一件绿色的毛衣，背着一个背包在雪中行走,一只狗雪中行走
一个女孩在蹦床上头朝下跳,一个女孩在蹦床上蹦蹦跳跳,一只狗蹦床上跳
三个小男孩给自己盖上了泡泡,站在游泳池边的三个孩子浑身都是泡沫,三个孩子地板上玩耍
一只棕色的狗咬着一个橙色的球,狗嘴里有一个橘黄色的球,狗咬罐头
沿着海滩跑,一条大羚羊在海滩上奔跑,一男一女牵着手跑
一个女人把一个婴儿放在沙滩上的滑板上,一位妇女在海滩的滑板上抱着一个小婴儿,一个婴儿地板上爬行
一只黑狗开玩笑地咬着一只浅棕色的狗的耳朵,一只黑狗在客厅里开玩笑地咬另一只狗,一只黑狗一只黄狗
小猎犬正在海岸线的海滩上散步,一只小猎犬沿着平静的海岸走着,两只小猎犬家木地板上玩耍
黑白相间的狗在草地上奔跑,一只黑白相间的狗在草地上奔跑,两条狗草地上奔跑
一个小男孩头上戴着滤水器在玩小丑,头上戴着金属滤网的男孩,一个小男孩一个小女孩外面玩
那只棕色和白色的狗正在浅水中行走,一只白色和棕色的狗似乎正在水上行走,只白色棕色狗跑草地
一个女孩在停车场附近的人行道上跳绳,一个女孩在人行道上跳绳，左边是一个停车场,一个超重人跳绳
一只狗跳到半空中去抓飞盘,那只棕色的狗跳起来想要一只粉红色的飞盘,一只狗雪地里跳飞盘
一个赤裸上身的人在草坪上踢足球,赤裸上身的人接住了足球,赤裸上身人坐在椅子上
一只狗跳过链子,跳过链子的狗,一只狗雪地里跳飞盘
一个拿着黑色钱包的女孩坐在木凳上,一个拿着黑色钱包的年轻女子坐在一张木制长椅上,女孩坐在沙发上钩针
两个无家可归的人站在外面，举着一个纸板牌子,两个无家可归的年轻人举着一个纸板标志,两个女人站公共汽车外面
两只棕色的狗一起在沙滩上奔跑,两只棕色的狗在沙滩上奔跑,一只狗沙滩上奔跑
在沙子里挖洞的狗,一只棕色的狗在沙子里挖洞,两个瘦小男孩水里玩沙子
一只黑白斑点狗跳过一条小溪,一只黑白相间的斑点狗跳过小溪,一条小溪里两只狗
两只狗在高高的草地上奔跑,两只狗正在穿过一片草地,两只狗草地上奔跑
一个男孩在火花周围挥手,一个小男孩在空中旋转着一根火把,一个男孩弹钢琴
两种不同品种的棕色和白色的狗在海滩上玩耍,两只狗在沙滩上玩耍,一只棕色狗坐在海滩上
两只狗在雪中玩耍,两只狗在雪中玩耍,两只狗雪中玩耍
一只白色的毛茸茸的狗在纯白的雪地上奔跑,一只毛茸茸的白狗在雪地里奔跑,一只白色狗雪中奔跑
一个滑雪运动员跳上了天空,一位滑雪运动员在空中飞来飞去,一个男人跳一堵矮墙上
一个女人对着麦克风唱歌，是一个弹吉他的家伙,一名妇女对着麦克风唱歌，背景是吉他手,一个男人弹一把吉他麦克风唱歌
一个骑自行车的人正在使他的自行车在两块岩石之间跳跃,一个男人在两块岩石之间跳起他的自行车,一个男人骑自行车
一个穿着粉红色连衣裙的女孩沿着白色的栅栏骑着自行车,一个穿着红色连衣裙的女孩骑着自行车站在一道白色的篱笆前,一个穿着粉红色连衣裙小孩坐在桌子上
穿着红色工作服的女人站在人行道上,一个穿红色工作服的女人站在人行道上,女人坐在红色摩托车上
两只小狗在草地上玩,两只小狗在草地上玩耍,两只小狗田野里玩一个红色咀嚼玩具
带着两根滑雪杆从多雪的山上滑下来的人,一个人从多雪的山丘上滑下来,一群人山上跳舞
人们站在向上移动的自动扶梯上,人们乘坐自动扶梯,一只蓝鸦站草地上
一位女士正在敏捷地训练她的狗,训练员用绿管子训练她的,一位女士写信
曲棍球守门员躺在球网前的冰上,一名曲棍球运动员正躺在球门前的冰上,斯米恩躺下
一对年轻男女坐在外面的长凳上接吻,坐在长凳上的男女正在接吻,一对男女雨中跳舞
两个孩子在林子里的一条小路上走着,两个孩子走在林子里的一条小路上,一个人正走一条石路上
两条狗在草地上并排奔跑,两只狗在草地上奔跑,一只狗草地上奔跑
一只狗在水中飞溅,一只狗在浑浊的水中飞溅,一只棕色狗嘴里叼一个球水中飞溅
在海滩上奔跑的年轻女孩,一个小女孩在海滩上跑来跑去,海滩上奔跑狗
你是想让我证明你是否定的吗,你想让我证明你是阴性的,一个男孩想说消防车
我对医疗用途没意见,我对医疗用途没意见,宗教意见
中东战争,中东战争,一个人吹长笛
没有公平审判的机会,没有公平审判的机会,不保罗机会
我们英国人的想法与美国人不同,最初由Zaf发布，我们英国人的想法与美国人不同,尖头小子发来一厢情愿想法现实
嘿，蓝眼睛，伦敦怎么样,*接吻跑*嘿，蓝眼睛，伦敦怎么样,国际战略研究所设在伦敦
.nazi是NSWP的俚语,Nazi是NSWP的俚语,一个人吹长笛
我已经问过她是不是要出去玩了,我至少问过三人行是不可能了,一个人吹长笛
基础上的不同，好吗,根本不同,仙女不好
我不是愤怒，我是失望,上帝保佑我没有愤怒，我很失望,中国朝鲜愤怒克服美国担忧
这取决于你如何定义极端,取决于你如何定义“极端”,自然定义
他们知道录像里没有毒气室,最重要的是视频剪辑没有显示毒气室,查理·兰格尔指责有人段录像
Neander医生的修订,Neander的修订版“,医生担架运送病人
这不是答案,不这不是答案,巴基斯坦法庭亵渎横冲直撞答案
那么今天的简单事实呢,我重复一遍：那么今天的简单事实呢,事实并非如此
我花在收养伶盗龙上的钱,那可能是我的上衣。我花在收养伶盗龙上的钱,钱
我知道我不想成为他,我也不想做他,反对核武器不意味着不想核武器
个人责任多吗,再说一遍个人责任,死负责任
你注意到你说的那些无稽之谈了吗,说句公道话，你注意到你说的那些无稽之谈了吗,说不通
这怎么会对布什有偏见呢,反对布什的立场在哪里,美联社民调美国人黑人偏见
如果不是胡说八道就不会是顺势疗法了,这是简单的逻辑，如果不是胡说八道，就不会是顺势疗法,阿特拉斯耸耸肩一个杰出表演胡说八道白痴
阅读更多：你从来没有遇到过支持堕胎的人吗,你从没见过支持堕胎的人吗,反对堕胎人不希望妇女选择堕胎
天哪，我才是那个怀孕的人,我有妊娠报价器,政府怀孕足月很好
就像今年那个在与大麻有关的犯罪中被枪杀的孩子,或者是那个年仅一岁的男孩被大麻贩子用自动武器打死,有人锅里倒大麻
由于最近的下降，它们实际上显示出一种降温的趋势,得到一个冷却的趋势，因为最近的下降,原子理论一种观点一种信念
重复一遍：他们不再像以前那样享有主权了,他们不再像以前那样享有主权了,好终极主权
我们又在谈论天使和普通的别针了，对吧,卢斯蒂格·安德烈，我们又在谈论天使和普通的别针了，对吧,一个男人站谈论一件灰色地铁T恤
告诉我们罪名是什么,是的他的费用是多少,北约抗议者被判非恐怖主义罪名成立
好的刚进来,不太好吧刚进来,好终极主权
@卢斯蒂格·安德烈，那么林登·约翰逊和约翰·肯尼迪是相容的吗,@edgarblythe，那么林登·约翰逊和约翰·肯尼迪是相容的吗,卢斯蒂格·安德烈卢斯蒂格同意
我们为他们战斗会得到什么回报,-我们为他们战斗得到了什么回报,加州会
她是个很棒的女士,她是个好女人,一位女士写信
他在各个层面上都说,但他说每一层,沃尔福威茨说军事行动大规模贿赂都解决朝鲜
我以为那只是荷兰人,大部分都是荷兰人,大部分都荷兰人
我会跟伊朗做个交易,恰克我会跟伊朗做个交易,天主教徒我会天主教徒
有时我幻想拥有权力,有时候，我也会幻想在我疯狂的意志出现之前让别人屈服,古斯芒东帝汶权力
听到这个消息我很难过,我很抱歉凯莉,阿富汗总统府听到爆炸声
我是你的朋友米特,你的好朋友米特,米特·罗姆尼来说超级星期二
我想你需要重读我写的东西,你得重读我写的东西,法律简报可不是写
这打破了以往的记录,这打破了每天的记录,美国国会记录显示通用汽车召回缓慢
对大多数人来说，市政税不是都被冻结了吗,对大多数人来说，议会税不是已经冻结了吗,交了税就行了
吸气，呼气，继续前进,但是，哈，吸气，呼气，继续前进,一个男人吹一支大笛子
奥巴马是极端的左翼分子,奥巴马是极左分子的一部分,奥巴马签署奥巴马医改
所以我真的读了这篇文章猜猜我发现了什么,此外，我发现了这一点：所以，我实际上阅读了行动，并猜测我发现了什么,读圣经基督教
嗨，Pro和Corn：你打算做多少条线,你打算做多少条线,没说打算逮捕
告诉我哪个系统现在不起作用,那么，哪个系统对我们不起作用呢,索马里治理机构长期以来不起作用
哦，再说一遍，婚姻是一项基本人权,特别是在指出婚姻是一项基本人权之后,不婚姻而战
为什么俄罗斯人在大马士革,俄国人在大马士革,大马士革军用机场发生爆炸
重复一遍：他们不再像以前那样享有主权了,他们不再像以前那样享有主权了,好终极主权
中东没有战争,中东没有“战争”,巴基斯坦秘密战争
绝对不是以前的样子了,投票结果肯定和以前不一样了,一个人吹长笛
整件事就是说不通,这说不通啊,整件事都一场嘲弄罗克兰县巡警慈善协会主席布伦特·纽伯里怒气冲冲地说
据说是谁操作了杀人毒气室,让你回想一下：是谁操作了杀人毒气室,加拿大穆斯林发布法特瓦反对荣誉杀人
大卫@OmSigDAVID，我认为桑托勒姆比金里奇更有可能,@sozobe，我认为桑托勒姆比金里奇更有可能,桑托勒姆赢得堪萨斯预选会
你们这些蠢货.买了掩盖的.钩子,嗨，艾提斯：你们这些笨蛋.买了掩盖.钩子,退伍军人健康调查证实护理延误掩盖
那会是什么信念呢,你以前说的是什么信念,原子理论一种观点一种信念
在Foxe盆地被冻结了,狐狸大部分时间都被冷冻了,还冻结更实体资产
啊哈，哈,哈，哈,一个人吹长笛
我不想要一个“在乎”的总统,我不想要一个富有同情心的总统,不想要一个魅力十足总统
所以我们同意它本质上是自由落体的,我们是否同意，它们本质上是自由落体的,阿萨德同意交出化学武器
